Subject_ID,Year_Exposure,Role_Group,Actively_Recruited,Recruiter1,Loc_Habitation_State1,Loc_Habitation_City1,Country,lat,long
3856,1973,NoGroup,NotRecruited,Not recruited,Arizona,Mesa,United States,33.4151005,-111.831455
3858,2000,Follower,Unknown,Unknown,Indiana,Fort Wayne,United States,41.0799898,-85.1386015
3860,1985,Leader,NotRecruited,Not recruited,Washington,Metaline Falls,United States,48.8636212,-117.371888
3861,1975,Leader,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
3864,2000,Leader,NotRecruited,Not recruited,Ohio,Mansfield,United States,40.75839,-82.5154471
3865,1994,Associate,NotRecruited,Not recruited,North Dakota,Grafton,United States,48.4122108,-97.410634
3867,1977,NoGroup,NotRecruited,Not recruited,Arizona,Mesa,United States,33.4151005,-111.831455
3872,1996,Leader,Unknown,Unknown,Oregon,Fairview,United States,45.5385457,-122.4330512
3873,1978,Follower,Unknown,Unknown,Oregon,Portland,United States,45.5202471,-122.674194
3874,2000,Follower,Unknown,Unknown,California,Davis,United States,38.5435526,-121.739005
3877,1986,Leader,NotRecruited,Not recruited,Connecticut,New Haven,United States,41.3082138,-72.9250518
3878,1994,Follower,Recruited,Friend,Michigan,Hillsdale,United States,41.9200472,-84.6305101
3884,1987,Follower,Recruited,Group member,Arkansas,Gentry,United States,36.2675793,-94.4846602
3885,1954,Follower,Unknown,Unknown,Georgia,Marietta,United States,33.9528472,-84.5496148
3887,2003,Leader,Unknown,Unknown,Alabama,-99,United States,NA,NA
3889,1973,Leader,Unknown,Unknown,Oklahoma,Elohim City,United States,35.6422643,-94.5146952
3890,2002,Leader,Unknown,Unknown,Arizona,-99,United States,NA,NA
3894,1976,NoGroup,NotRecruited,Not recruited,Illinois,South Holland,United States,41.6008681,-87.6069894
3898,1979,Leader,NotRecruited,Not recruited,North Carolina,Mount Holly,United States,35.2976298,-81.0161686
3899,1984,Follower,Recruited,Unknown,Idaho,Athol,United States,47.9479601,-116.707974
3900,2001,Leader,NotRecruited,Not recruited,Massachusetts,-99,United States,NA,NA
3904,1997,Follower,Unknown,Unknown,Oklahoma,Jet,United States,36.6661416,-98.1811787
3905,2006,Leader,Unknown,Unknown,Ohio,-99,United States,NA,NA
3908,1983,Leader,Unknown,Unknown,North Dakota,Heaton,United States,47.4783319,-99.5478963
3910,1997,Follower,Unknown,Unknown,Oklahoma,Alfalfa,United States,35.2189456,-98.6072856
3911,1997,Follower,Unknown,Unknown,Florida,Tampa,United States,27.9449854,-82.4583107
3912,1980,Leader,Unknown,Unknown,Arkansas,Harrison,United States,36.2297936,-93.1076765
3913,2021,Follower,Unknown,Unknown,New York,Bayville,United States,40.9105988,-73.5620864
3915,2001,Follower,Unknown,Unknown,New Jersey,Ocean,United States,NA,NA
3917,1998,Follower,Unknown,Unknown,Ohio,Lancaster,United States,39.7136754,-82.5993294
3919,1983,Associate,Unknown,Unknown,North Dakota,Heaton,United States,47.4783319,-99.5478963
3920,2005,Leader,NotRecruited,Not recruited,Virginia,Richmond,United States,37.5385087,-77.43428
3924,1997,Leader,Unknown,Unknown,Colorado,Denver,United States,39.7392364,-104.984862
3926,2002,Follower,Unknown,Unknown,California,Anaheim,United States,33.8347516,-117.911732
3941,2008,Leader,Unknown,Unknown,Kentucky,Meade County,United States,NA,NA
3942,1994,Follower,Unknown,Unknown,Illinois,Chicago,United States,41.8755616,-87.6244212
3949,1979,Leader,Unknown,Unknown,Ohio,Dayton,United States,39.7589478,-84.1916069
3961,1999,Follower,Unknown,Unknown,Washington,-99,United States,45.6934177,-122.6569957
3962,2002,Unknown,Unknown,Unknown,Arizona,-99,United States,NA,NA
3964,1993,Follower,Unknown,Unknown,Maryland,Elkton,United States,39.6065073,-75.8330934
3972,1982,Leader,Recruited,Family,California,Fallbrook,United States,33.3820654,-117.2513896
3973,2002,Leader,Unknown,Unknown,Alaska,Anchorage,United States,61.2163129,-149.894852
3975,2001,Leader,Unknown,Unknown,Ohio,Galena,United States,40.2150625,-82.8799013
3982,1994,Leader,Recruited,Family,District of Columbia,Washington,United States,38.8950982,-77.0363849
3983,1993,Leader,NotRecruited,Not recruited,Georgia,Atlanta,United States,33.7544657,-84.3898151
3985,2013,Leader,NotRecruited,Not recruited,Georgia,Savannah,United States,32.0790074,-81.0921335
3989,1984,Leader,Recruited,Other,Wisconsin,Tigerton,United States,44.7404426,-89.0623847
3990,2003,Follower,Unknown,Unknown,Michigan,Fremont,United States,43.467517,-85.942001
3995,2001,Unknown,Unknown,Unknown,Arizona,Phoenix,United States,33.4484367,-112.074141
3997,2000,Follower,Unknown,Unknown,Washington,Spokane,United States,47.6571934,-117.42351
3999,2003,Associate,Unknown,Unknown,New Mexico,Santa Cruz,United States,35.9922268,-106.047302
4003,1998,Leader,Unknown,Unknown,California,Novato,United States,38.1061979,-122.5681191
4007,1997,Follower,Unknown,Unknown,Texas,Austin,United States,30.2711286,-97.7436995
4008,1999,Leader,Recruited,Family,Washington,Colville,United States,48.5465695,-117.905537
4009,1997,Follower,Unknown,Unknown,Washington,Colville,United States,48.5465695,-117.905537
4011,1996,Leader,Unknown,Unknown,Oklahoma,Tulsa,United States,36.1563122,-95.9927516
4012,1997,Leader,NotRecruited,Not recruited,Florida,Tampa,United States,27.9449854,-82.4583107
4013,1996,Follower,Recruited,Family,Florida,Tampa,United States,27.9449854,-82.4583107
4020,1993,Leader,NotRecruited,Not recruited,Colorado,Fort Collins,United States,40.5871782,-105.0770113
4021,1996,Leader,NotRecruited,Not recruited,Montana,Bozeman,United States,45.6794293,-111.044047
4024,2000,Unknown,Recruited,Unknown,Texas,-99,United States,32.9944454,-97.2295308
4028,2001,Leader,Unknown,Unknown,Wyoming,Cheyenne,United States,41.139981,-104.820246
4029,1998,Unknown,Unknown,Unknown,North Carolina,Hayesville,United States,35.0462818,-83.8179427
4031,1995,Associate,NotRecruited,Not recruited,North Carolina,Fort Bragg,United States,35.140311,-79.1541465
4032,1999,NoGroup,NotRecruited,Not recruited,Florida,Tallahassee,United States,30.4380832,-84.2809332
4033,1999,Unknown,Unknown,Unknown,Washington,Olympia,United States,47.0451022,-122.8950075
4036,1999,Leader,Unknown,Unknown,Indiana,Butler,United States,41.4297694,-84.8713507
4037,1998,Associate,Unknown,Unknown,Texas,Fort Worth,United States,32.753177,-97.3327459
4039,2000,Leader,Unknown,Unknown,Colorado,Denver,United States,39.7392364,-104.984862
4040,1998,Follower,NotRecruited,Not recruited,North Carolina,Murphy,United States,35.0878514,-84.0342238
4042,1994,Leader,NotRecruited,Not recruited,Ohio,Columbus,United States,39.9622601,-83.0007065
4043,2006,Leader,Unknown,Unknown,New Jersey,Millville,United States,39.4020593,-75.0393368
4044,1996,Follower,Unknown,Unknown,Oklahoma,Yukon,United States,35.5067259,-97.7625386
4046,1998,Follower,Unknown,Unknown,Texas,Dallas County,United States,NA,NA
4047,1999,Leader,Unknown,Unknown,Ohio,Kettering,United States,39.6895036,-84.1688274
4048,2000,Follower,Unknown,Unknown,Mississippi,Gulfport,United States,30.3674198,-89.0928155
4053,1996,Leader,Unknown,Unknown,Montana,Roundup,United States,46.445242,-108.541799
4056,1968,Leader,NotRecruited,Not recruited,California,San Francisco,United States,37.7879363,-122.4075201
4057,2000,Follower,Unknown,Unknown,Connecticut,Wallingford,United States,41.4564233,-72.8239356
4058,1998,Follower,Unknown,Unknown,Idaho,Hayden Lake,United States,47.7587944,-116.756857
4059,1966,Follower,Unknown,Unknown,Mississippi,Laurel,United States,31.6940509,-89.1306124
4060,1991,Leader,NotRecruited,Not recruited,Louisiana,Shreveport,United States,32.5135356,-93.7477839
4063,2000,Leader,Unknown,Unknown,California,San Diego,United States,32.7174202,-117.162772
4067,1995,Leader,Recruited,Friend,Montana,Jordan,United States,47.32121,-106.910461
4071,2001,Follower,Unknown,Unknown,Connecticut,Terryville,United States,41.6785015,-73.0102202
4072,1998,Follower,Unknown,Unknown,Idaho,Hayden Lake,United States,47.7587944,-116.756857
4075,1987,Leader,NotRecruited,Not recruited,Texas,Garland,United States,32.912624,-96.6388833
4077,1996,Follower,Recruited,Family,Montana,Jordan,United States,47.32121,-106.910461
4080,1993,Leader,NotRecruited,Not recruited,Indiana,Indianapolis,United States,39.7683331,-86.1583502
4083,1999,Follower,Unknown,Unknown,California,North Highlands,United States,38.6857362,-121.3721745
4084,1990,Leader,Recruited,Group member,Arizona,-99,United States,NA,NA
4085,1968,Follower,Unknown,Unknown,Mississippi,Meridian,United States,32.3643098,-88.703656
4087,1996,Follower,Unknown,Unknown,Montana,Jordan,United States,47.32121,-106.910461
4091,1996,Leader,NotRecruited,Not recruited,Texas,Dallas,United States,32.7762719,-96.7968559
4093,1991,Leader,Unknown,Unknown,Washington,-99,United States,45.6934177,-122.6569957
4094,1999,Follower,NotRecruited,Not recruited,California,-99,United States,37.4122712,-121.9576697
4097,1996,Unknown,Unknown,Unknown,Montana,Jordan,United States,47.32121,-106.910461
4098,1999,Unknown,Unknown,Unknown,California,San Diego,United States,32.7174202,-117.162772
4100,1999,Leader,Recruited,Group member,West Virginia,Hillsboro,United States,38.1354376,-80.2131296
4102,1965,Follower,Recruited,Other,North Carolina,Macon County,United States,NA,NA
4105,1998,Follower,Unknown,Unknown,California,-99,United States,37.4122712,-121.9576697
4108,1999,Follower,Unknown,Unknown,California,-99,United States,37.4122712,-121.9576697
4114,1996,Leader,NotRecruited,Not recruited,Alabama,Hartselle,United States,34.4434282,-86.9352842
4115,1995,Follower,Unknown,Unknown,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4121,1996,NoGroup,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
4122,1997,Follower,Recruited,Family,Colorado,Denver,United States,39.7392364,-104.984862
4123,1997,Follower,Unknown,Unknown,Colorado,Denver,United States,39.7392364,-104.984862
4125,1995,Leader,Unknown,Unknown,South Carolina,Lexington,United States,33.9804494,-81.2374167
4127,2000,Follower,Recruited,Group member,District of Columbia,Washington,United States,38.8950982,-77.0363849
4129,1998,Follower,NotRecruited,Not recruited,California,-99,United States,37.4122712,-121.9576697
4131,1998,Follower,NotRecruited,Not recruited,Texas,Jasper,United States,30.9201995,-93.9965759
4132,1998,Leader,Unknown,Unknown,Texas,Jasper,United States,30.9201995,-93.9965759
4134,1999,Unknown,Unknown,Unknown,Nevada,-99,United States,NA,NA
4139,1998,Follower,NotRecruited,Not recruited,Wyoming,Laramie,United States,41.3116442,-105.5917876
4143,1989,Follower,NotRecruited,Not recruited,Arizona,Tucson,United States,32.2228765,-110.974847
4145,2004,Follower,NotRecruited,Not recruited,Illinois,Chicago,United States,41.8755616,-87.6244212
4148,2000,Follower,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
4150,2003,Leader,Unknown,Unknown,District of Columbia,Washington,United States,38.8950982,-77.0363849
4152,1997,Follower,NotRecruited,Not recruited,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4153,2005,Follower,NotRecruited,Not recruited,New York,Buffalo,United States,42.8864163,-78.8781493
4154,2009,Follower,Unknown,Unknown,California,Los Angeles,United States,34.0536909,-118.242766
4155,2000,Follower,Recruited,Other,Washington,Seattle,United States,47.6038321,-122.330062
4157,1995,Leader,Unknown,Unknown,Minnesota,-99,United States,NA,NA
4158,1982,Leader,Unknown,Unknown,Florida,Gainesville,United States,29.6519684,-82.3249846
4159,1993,Associate,Unknown,Unknown,-99,-99,United States,NA,NA
4163,2009,Follower,Unknown,Unknown,California,Pinole,United States,38.0043667,-122.2988587
4166,2005,Follower,Unknown,Unknown,Arizona,Flagstaff,United States,35.1987522,-111.651822
4172,2009,Follower,Unknown,Unknown,California,Long Beach,United States,33.7690164,-118.191604
4173,2006,Follower,Unknown,Unknown,Texas,Arlington,United States,32.7355816,-97.1071186
4176,1989,NoGroup,NotRecruited,Not recruited,Georgia,Rex,United States,33.5920544,-84.2699218
4178,1970,Leader,NotRecruited,Not recruited,Wisconsin,Madison,United States,43.07469,-89.3841663
4179,2011,NoGroup,NotRecruited,Not recruited,Idaho,Idaho Falls,United States,43.4887907,-112.03628
4180,2010,NoGroup,NotRecruited,Not recruited,District of Columbia,Washington,United States,38.8950982,-77.0363849
4182,2009,Follower,Unknown,Unknown,California,Anaheim,United States,33.8347516,-117.911732
4183,2009,Unknown,Unknown,Unknown,California,Santa Ana,United States,33.7494951,-117.873221
4186,2008,Follower,Unknown,Unknown,California,Hemet,United States,33.7475203,-116.9719684
4187,2008,Unknown,NotRecruited,Not recruited,California,Riverside,United States,33.9824949,-117.374238
4188,2008,Follower,Unknown,Unknown,California,Hemet,United States,33.7475203,-116.9719684
4189,2008,Follower,Unknown,Unknown,California,-99,United States,37.4122712,-121.9576697
4190,2008,Associate,Unknown,Unknown,Massachusetts,Springfield,United States,42.1018764,-72.5886727
4191,2008,NoGroup,NotRecruited,Not recruited,Massachusetts,Springfield,United States,42.1018764,-72.5886727
4192,2008,Follower,NotRecruited,Not recruited,Massachusetts,Springfield,United States,42.1018764,-72.5886727
4193,2008,NoGroup,NotRecruited,Not recruited,West Virginia,Clarksburg,United States,39.2806451,-80.3445341
4194,2006,NoGroup,NotRecruited,Not recruited,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4198,2004,Associate,Unknown,Unknown,Utah,Provo,United States,40.2337289,-111.6587085
4199,2004,Follower,Unknown,Unknown,Utah,Provo,United States,40.2337289,-111.6587085
4200,2003,Associate,Unknown,Unknown,California,Los Angeles,United States,34.0536909,-118.242766
4201,2003,NoGroup,NotRecruited,Not recruited,North Carolina,Whitakers,United States,36.1055662,-77.7126101
4202,2005,Follower,NotRecruited,Not recruited,New Jersey,Maple Shade,United States,39.9526127,-74.9923915
4203,2002,Follower,Unknown,Unknown,Virginia,Richmond,United States,37.5385087,-77.43428
4204,2002,Follower,NotRecruited,Not recruited,Virginia,Henrico County,United States,NA,NA
4205,2002,Associate,NotRecruited,Not recruited,Virginia,Richmond,United States,37.5385087,-77.43428
4206,2002,NoGroup,NotRecruited,Not recruited,Minnesota,Pine Island,United States,44.2033956,-92.6461155
4208,2001,Follower,Unknown,Unknown,New York,East Setauket,United States,40.920966,-73.093714
4209,2002,Leader,NotRecruited,Not recruited,Wisconsin,DePere,United States,NA,NA
4210,2002,NoGroup,NotRecruited,Not recruited,Ohio,Springfield,United States,39.9234046,-83.810138
4212,2004,NoGroup,Unknown,Unknown,Michigan,Clinton Township,United States,42.5869782,-82.9200047
4215,2006,NoGroup,NotRecruited,Not recruited,Utah,Nibley,United States,41.6745591,-111.833119
4216,2005,NoGroup,Unknown,Unknown,Wisconsin,Manitowish Waters,United States,46.1110228,-89.8666146
4217,2007,Leader,NotRecruited,Not recruited,Alabama,Collinsville,United States,34.2648308,-85.8608643
4220,2007,Follower,Unknown,Unknown,Texas,Houston,United States,29.7589382,-95.3676974
4223,2008,Associate,NotRecruited,Not recruited,Wisconsin,Viola,United States,43.5060862,-90.668186
4224,2001,NoGroup,NotRecruited,Not recruited,Maryland,Frederick,United States,39.415779,-77.4127562
4228,2008,Unknown,Unknown,Unknown,Oregon,Salem,United States,44.9391565,-123.033121
4229,2008,NoGroup,Unknown,Unknown,North Carolina,Jacksonville,United States,34.7509962,-77.4309829
4231,2009,NoGroup,NotRecruited,Not recruited,Massachusetts,Brockton,United States,42.0834335,-71.0183787
4232,2009,Follower,NotRecruited,Not recruited,Nevada,Las Vegas,United States,36.1674263,-115.1484131
4234,2009,Unknown,NotRecruited,Not recruited,Oklahoma,Oklahoma City,United States,35.4729886,-97.5170536
4236,2009,Follower,Unknown,Unknown,Illinois,Davis Junction,United States,42.1016919,-89.0931574
4239,2009,NoGroup,Unknown,Unknown,Illinois,Antioch,United States,42.4767131,-88.0950691
4241,2009,Associate,Unknown,Unknown,West Virginia,Weirton,United States,40.4002396,-80.5899788
4243,2009,NoGroup,NotRecruited,Not recruited,Washington,Tukwila,United States,47.4627356,-122.2559156
4245,2009,NoGroup,NotRecruited,Not recruited,Ohio,Cuyahoga Falls,United States,41.1362729,-81.4828123
4247,2010,Associate,NotRecruited,Not recruited,Oklahoma,Marlow,United States,34.6477329,-97.9579447
4250,2010,NoGroup,NotRecruited,Not recruited,Illinois,McCook,United States,41.7978095,-87.8447798
4251,2010,Associate,NotRecruited,Not recruited,Florida,-99,United States,27.0712127,-82.3200247
4253,2010,Unknown,Unknown,Unknown,Georgia,-99,United States,NA,NA
4254,1997,NoGroup,NotRecruited,Not recruited,Texas,Rockport,United States,28.0205733,-97.0544341
4256,2010,NoGroup,NotRecruited,Not recruited,Washington,Yakima,United States,46.601557,-120.510842
4258,2010,NoGroup,NotRecruited,Not recruited,Texas,Henderson,United States,32.1532157,-94.7993802
4259,2010,Leader,Unknown,Unknown,Ohio,Cleveland,United States,41.4996574,-81.6936772
4260,2010,Leader,Unknown,Unknown,Georgia,Dallas,United States,33.9237141,-84.8407732
4261,2010,NoGroup,NotRecruited,Not recruited,Texas,Wichita Falls,United States,33.9004572,-98.5020777
4264,2010,NoGroup,Unknown,Unknown,California,Groveland,United States,37.8382608,-120.2326894
4265,2010,NoGroup,NotRecruited,Not recruited,Pennsylvania,Hampden Township,United States,40.2617631,-76.9797681
4267,2010,Follower,Recruited,Unknown,Washington,Cle Elum,United States,47.1952417,-120.940063
4268,2010,Unknown,Unknown,Unknown,Michigan,Brighton,United States,42.5316918,-83.7846458
4271,2010,NoGroup,NotRecruited,Not recruited,Arkansas,Forum,United States,36.1817412,-93.7149141
4273,2010,NoGroup,NotRecruited,Not recruited,Massachusetts,Fall River,United States,41.7010642,-71.1546367
4274,2010,NoGroup,NotRecruited,Not recruited,Texas,Crane,United States,31.39572,-102.3521214
4275,2011,NoGroup,NotRecruited,Not recruited,Arizona,Tucson,United States,32.2228765,-110.974847
4276,2011,NoGroup,Unknown,Unknown,California,Palm Springs,United States,33.8246269,-116.540303
4277,2011,Unknown,NotRecruited,Not recruited,Washington,Wenatchee,United States,47.4234599,-120.310349
4278,2011,Follower,Unknown,Unknown,Washington,Redmond,United States,47.6694141,-122.1238767
4279,2011,Leader,NotRecruited,Not recruited,Alaska,Fairbanks,United States,64.837845,-147.716675
4280,2010,Leader,Unknown,Unknown,California,Madera,United States,36.9622745,-120.0594685
4283,2011,Associate,Unknown,Unknown,Texas,Fort Worth,United States,32.753177,-97.3327459
4284,2011,NoGroup,Unknown,Unknown,Florida,Stuart,United States,27.197983,-80.2519175
4285,2011,NoGroup,Unknown,Unknown,Missouri,Saint Louis,United States,38.6254063,-90.190009
4286,2011,Follower,Unknown,Unknown,Oregon,Portland,United States,45.5202471,-122.674194
4287,2011,Follower,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
4288,2011,Follower,NotRecruited,Not recruited,Georgia,Cleveland,United States,34.5972449,-83.7633058
4289,2011,Leader,Unknown,Unknown,Georgia,Toccoa,United States,34.5774368,-83.332881
4290,2011,Associate,Unknown,Unknown,Georgia,Toccoa,United States,34.5774368,-83.332881
4291,2011,Follower,Recruited,Friend,Georgia,Toccoa,United States,34.5774368,-83.332881
4296,2012,Leader,Unknown,Unknown,-99,-99,United States,NA,NA
4297,2012,NoGroup,NotRecruited,Not recruited,Wisconsin,Kaukauna,United States,44.2780432,-88.2720503
4300,2010,Leader,Unknown,Unknown,Florida,Saint Cloud,United States,28.2498534,-81.2839038
4303,2012,Follower,Unknown,Unknown,Florida,Orange County,United States,NA,NA
4306,2012,Leader,Unknown,Unknown,Minnesota,Austin,United States,43.6679992,-92.9746498
4308,2012,Follower,Unknown,Unknown,Illinois,Chicago,United States,41.8755616,-87.6244212
4309,2012,Leader,NotRecruited,Not recruited,New Hampshire,Keene,United States,42.933597,-72.2784264
4310,2012,Follower,Unknown,Unknown,Florida,Oakland Park,United States,26.1723065,-80.1319893
4311,2012,NoGroup,NotRecruited,Not recruited,Virginia,Manassas,United States,38.7509488,-77.4752667
4315,1989,Unknown,Unknown,Unknown,Arizona,Prescott,United States,34.539984,-112.468812
4317,2000,Follower,Unknown,Unknown,Oregon,-99,United States,44.0641066,-123.1383995
4318,2000,NoGroup,NotRecruited,Not recruited,South Dakota,Sioux Falls,United States,43.5476008,-96.7293629
4319,1999,NoGroup,NotRecruited,Not recruited,Texas,Houston,United States,29.7589382,-95.3676974
4320,1998,NoGroup,NotRecruited,Not recruited,Illinois,Valmeyer,United States,38.3053765,-90.3001542
4322,1997,Leader,Unknown,Unknown,Colorado,Colorado Springs,United States,38.8339578,-104.825348
4323,1997,Associate,Unknown,Unknown,Florida,Pensacola,United States,30.421309,-87.2169149
4325,1997,Follower,NotRecruited,Not recruited,Utah,Bountiful,United States,40.8894611,-111.8804817
4327,1997,NoGroup,Unknown,Unknown,Florida,Jacksonville,United States,30.3262247,-81.6579179
4329,1996,NoGroup,Unknown,Unknown,Utah,Heber City,United States,40.506463,-111.4132963
4330,1996,Unknown,Unknown,Unknown,Utah,Salt Lake City,United States,40.7596198,-111.886797
4331,1996,NoGroup,NotRecruited,Not recruited,Utah,South Jordan,United States,40.5584882,-111.9367107
4333,1995,Unknown,Unknown,Unknown,Nevada,Elko County,United States,NA,NA
4334,1995,NoGroup,NotRecruited,Not recruited,Oregon,Grants Pass,United States,42.4393707,-123.3272489
4335,1994,Follower,Unknown,Unknown,Texas,Lubbock,United States,33.5855677,-101.8470215
4336,1994,Follower,Recruited,Family,Texas,Lubbock,United States,33.5855677,-101.8470215
4337,1994,Follower,NotRecruited,Not recruited,Texas,Lubbock,United States,33.5855677,-101.8470215
4338,1994,NoGroup,NotRecruited,Not recruited,Mississippi,Gulfport,United States,30.3674198,-89.0928155
4341,1992,NoGroup,Unknown,Unknown,Nevada,Reno,United States,39.5261788,-119.812658
4343,2010,NoGroup,NotRecruited,Not recruited,North Carolina,Greensboro,United States,36.0726355,-79.7919754
4345,1990,Leader,Unknown,Unknown,Tennessee,Nashville,United States,36.1622767,-86.7742984
4348,1985,NoGroup,NotRecruited,Not recruited,Ohio,Toledo,United States,41.6529143,-83.5378173
4351,1987,NoGroup,Unknown,Unknown,North Dakota,West Fargo,United States,46.874967,-96.900362
4353,1987,NoGroup,NotRecruited,Not recruited,Minnesota,Saint Paul,United States,44.9497487,-93.0931028
4355,1986,NoGroup,NotRecruited,Not recruited,Illinois,Glen Ellyn,United States,41.8775293,-88.0670118
4358,1985,Follower,Recruited,Group member,Louisiana,Prairieville,United States,30.3122527,-90.9497329
4359,1985,Leader,NotRecruited,Not recruited,Louisiana,Zachary,United States,30.6485191,-91.1564961
4361,1986,Follower,Unknown,Unknown,Pennsylvania,Harveys Lake,United States,41.3525797,-76.0324241
4364,1986,NoGroup,NotRecruited,Not recruited,Louisiana,Baton Rouge,United States,30.4494155,-91.1869659
4365,1985,Follower,Unknown,Unknown,Texas,Houston,United States,29.7589382,-95.3676974
4366,1985,Unknown,Unknown,Unknown,Texas,Houston,United States,29.7589382,-95.3676974
4368,1985,NoGroup,NotRecruited,Not recruited,California,San Diego,United States,32.7174202,-117.162772
4370,1983,Follower,Unknown,Unknown,Washington,Metaline Falls,United States,48.8636212,-117.371888
4371,1984,Follower,Recruited,Other,California,Salinas,United States,36.6744117,-121.655037
4372,1984,Follower,Recruited,Group member,Idaho,Sandpoint,United States,48.2761306,-116.5487835
4373,1983,Follower,Recruited,Group member,Washington,Spokane,United States,47.6571934,-117.42351
4374,1983,Follower,Unknown,Unknown,Washington,Cheney,United States,47.4892246,-117.579304
4375,1984,Follower,Unknown,Unknown,Florida,Fort Lauderdale,United States,26.1223084,-80.1433786
4376,1984,Follower,NotRecruited,Not recruited,Oklahoma,Muse,United States,34.6720091,-94.7656348
4377,1986,Leader,Recruited,Friend,Idaho,Hayden,United States,47.7590638,-116.7866807
4378,1983,NoGroup,NotRecruited,Not recruited,Virginia,Norfolk,United States,36.8493695,-76.2899539
4380,1982,Unknown,Unknown,Unknown,Mississippi,Jackson,United States,32.2998686,-90.1830408
4381,1982,Follower,Unknown,Unknown,Mississippi,Pearl,United States,32.2735792,-90.127881
4383,1987,Follower,Unknown,Unknown,California,Hollywood,United States,34.0980031,-118.329523
4384,1981,Follower,Unknown,Unknown,Tennessee,Memphis,United States,35.1460249,-90.0517638
4385,1981,Follower,Unknown,Unknown,Tennessee,Memphis,United States,35.1460249,-90.0517638
4387,1981,Associate,Unknown,Unknown,Oregon,Eugene,United States,44.0505054,-123.0950506
4388,1980,Unknown,Unknown,Unknown,California,Los Angeles,United States,34.0536909,-118.242766
4391,1980,Unknown,NotRecruited,Not recruited,West Virginia,Webster Springs,United States,38.4792749,-80.4134157
4393,1980,Follower,Unknown,Unknown,Alabama,Mobile,United States,30.6913462,-88.0437509
4394,1980,Follower,Unknown,Unknown,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4395,1980,Follower,Unknown,Unknown,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4396,1980,Follower,Unknown,Unknown,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4397,1980,Follower,Unknown,Unknown,Michigan,Livonia,United States,42.36837,-83.3527097
4398,1980,Follower,Unknown,Unknown,Michigan,Detroit,United States,42.3315509,-83.046640300000007
4399,1980,Follower,Unknown,Unknown,Michigan,Fenton,United States,42.7978061,-83.7049498
4401,1980,Associate,Unknown,Unknown,Michigan,-99,United States,NA,NA
4402,1980,Leader,Unknown,Unknown,Tennessee,Chattanooga,United States,35.0457219,-85.3094883
4404,1980,Follower,Unknown,Unknown,Tennessee,Chattanooga,United States,35.0457219,-85.3094883
4406,1977,NoGroup,NotRecruited,Not recruited,Ohio,Warrensville Heights,United States,41.43535,-81.514824
4407,1976,Unknown,Unknown,Unknown,Maine,St. George,United States,43.9662958,-69.21017
4408,1976,Follower,Unknown,Unknown,Maine,Portland,United States,43.6573605,-70.2586618
4409,1976,Unknown,Unknown,Unknown,Massachusetts,Boston,United States,42.3588336,-71.0578303
4410,1984,Leader,Recruited,Friend,Ohio,Deerfield,United States,41.0246864,-81.0503164
4411,1983,Follower,Recruited,Other,Maine,Sanford,United States,43.4387179,-70.7746224
4412,1983,Unknown,NotRecruited,Not recruited,Maine,Sanford,United States,43.4387179,-70.7746224
4413,1975,NoGroup,NotRecruited,Not recruited,Ohio,Dayton,United States,39.7589478,-84.1916069
4414,1975,Follower,Unknown,Unknown,California,Sacramento,United States,38.5810606,-121.493895
4415,1975,Follower,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
4416,1974,Leader,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
4417,1974,Follower,Unknown,Unknown,California,San Francisco,United States,37.7879363,-122.4075201
4418,1974,Follower,Unknown,Unknown,California,San Francisco,United States,37.7879363,-122.4075201
4419,1974,Follower,Recruited,Unknown,California,San Francisco,United States,37.7879363,-122.4075201
4420,1976,Leader,Unknown,Unknown,Maryland,Clarksville,United States,39.2065447,-76.9429182
4422,1981,Follower,Unknown,Unknown,Michigan,Romulus,United States,42.2222614,-83.3965995
4423,1985,Follower,Unknown,Unknown,North Carolina,Hiddenite,United States,35.9037438,-81.0906356
4428,1985,Follower,Unknown,Unknown,North Carolina,Alexander County,United States,NA,NA
4429,1980,Follower,Unknown,Unknown,Tennessee,Chattanooga,United States,35.0457219,-85.3094883
4430,1977,NoGroup,NotRecruited,Not recruited,New York,New Rochelle,United States,40.9115386,-73.7826363
4431,1981,Follower,Unknown,Unknown,Alabama,Mobile,United States,30.6913462,-88.0437509
4433,1979,Follower,Unknown,Unknown,Alabama,Tuscumbia,United States,34.7318811,-87.7028627
4434,1985,Follower,Unknown,Unknown,Idaho,Hayden Lake,United States,47.7587944,-116.756857
4435,1985,Leader,Unknown,Unknown,North Carolina,Alexander County,United States,NA,NA
4436,1979,Leader,Unknown,Unknown,Ohio,Columbus,United States,39.9622601,-83.0007065
